Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HINDUNILVR.NS')","('High', 'HINDUNILVR.NS')","('Low', 'HINDUNILVR.NS')","('Open', 'HINDUNILVR.NS')","('Volume', 'HINDUNILVR.NS')","('Date', '')","('Close', 'HINDUNILVR.NS')","('High', 'HINDUNILVR.NS')","('Low', 'HINDUNILVR.NS')","('Open', 'HINDUNILVR.NS')","('Volume', 'HINDUNILVR.NS')"
2020-01-01,1886.4215087890625,2034.25,2085.800048828125,1906.449951171875,1930.0,26557525.0,,,,,,,,,,,,
2020-02-01,2016.7117919921875,2174.75,2308.199951171875,2030.050048828125,2049.35009765625,42232601.0,,,,,,,,,,,,
2020-03-01,2131.468505859375,2298.5,2313.0,1757.300048828125,2190.0,67398186.0,,,,,,,,,,,,
2020-04-01,2035.489990234375,2195.0,2614.300048828125,2127.949951171875,2293.199951171875,104215304.0,,,,,,,,,,,,
2020-05-01,1907.843017578125,2057.35009765625,2195.0,1902.0,2195.0,318486932.0,,,,,,,,,,,,
2020-06-01,2021.580078125,2180.0,2199.949951171875,2054.050048828125,2075.0,77558947.0,,,,,,,,,,,,
2020-07-01,2063.293212890625,2209.89990234375,2350.0,2125.0,2183.0,65932610.0,,,,,,,,,,,,
2020-08-01,1985.3360595703125,2117.35009765625,2234.800048828125,2100.64990234375,2209.800048828125,36951713.0,,,,,,,,,,,,
2020-09-01,1939.2972412109373,2068.25,2185.0,2000.050048828125,2149.949951171875,49268457.0,,,,,,,,,,,,
2020-10-01,1942.1571044921875,2071.300048828125,2208.5,2068.0,2090.0,47771434.0,,,,,,,,,,,,
2020-11-01,2017.8643798828125,2138.199951171875,2220.35009765625,2043.0,2072.0,48818897.0,,,,,,,,,,,,
2020-12-01,2260.589111328125,2395.39990234375,2417.39990234375,2120.10009765625,2159.0,50142038.0,,,,,,,,,,,,
2021-01-01,2136.48974609375,2263.89990234375,2456.949951171875,2251.0,2395.39990234375,43938431.0,,,,,,,,,,,,
2021-02-01,2012.0606689453125,2132.050048828125,2288.699951171875,2120.0,2276.64990234375,52286338.0,,,,,,,,,,,,
2021-03-01,2294.657958984375,2431.5,2438.60009765625,2128.0,2135.199951171875,50279833.0,,,,,,,,,,,,
2021-04-01,2221.283203125,2353.75,2505.89990234375,2300.0,2446.800048828125,42281914.0,,,,,,,,,,,,
2021-05-01,2208.354248046875,2340.050048828125,2446.949951171875,2319.35009765625,2343.0,26569848.0,,,,,,,,,,,,
2021-06-01,2332.2177734375,2471.300048828125,2533.949951171875,2330.60009765625,2347.0,32268417.0,,,,,,,,,,,,
2021-07-01,2217.9169921875,2333.300048828125,2513.39990234375,2318.0,2484.0,22440490.0,,,,,,,,,,,,
2021-08-01,2589.39208984375,2724.10009765625,2737.449951171875,2324.60009765625,2342.0,35233493.0,,,,,,,,,,,,
2021-09-01,2568.194580078125,2701.800048828125,2859.300048828125,2677.0,2745.0,33475102.0,,,,,,,,,,,,
2021-10-01,2274.807373046875,2393.14990234375,2734.0,2368.0,2706.0,40011262.0,,,,,,,,,,,,
2021-11-01,2216.484130859375,2317.550048828125,2449.0,2284.699951171875,2393.0,32587886.0,,,,,,,,,,,,
2021-12-01,2257.225830078125,2360.14990234375,2389.89990234375,2201.14990234375,2340.0,28839519.0,,,,,,,,,,,,
2022-01-01,2174.593994140625,2273.75,2425.0,2240.89990234375,2378.0,35155340.0,,,,,,,,,,,,
2022-02-01,2077.376708984375,2172.10009765625,2333.0,2120.0,2303.300048828125,28162744.0,,,,,,,,,,,,
2022-03-01,1959.310302734375,2048.64990234375,2172.10009765625,1901.550048828125,2172.10009765625,59675399.0,,,,,,,,,,,,
2022-04-01,2137.390625,2234.85009765625,2290.0,2038.4000244140625,2054.89990234375,39286419.0,,,,,,,,,,,,
2022-05-01,2250.627197265625,2353.25,2388.0,2106.199951171875,2220.0,39413696.0,,,,,,,,,,,,
2022-06-01,2133.32568359375,2230.60009765625,2413.800048828125,2100.0,2370.0,39276021.0,,,,,,,,,,,,
2022-07-01,2544.655517578125,2637.39990234375,2654.0,2203.60009765625,2226.0,43650322.0,,,,,,,,,,,,
2022-08-01,2566.31640625,2659.85009765625,2715.0,2550.0,2637.5,27338752.0,,,,,,,,,,,,
2022-09-01,2601.62890625,2696.449951171875,2729.0,2508.050048828125,2650.0,35817385.0,,,,,,,,,,,,
2022-10-01,2461.00439453125,2550.699951171875,2734.0,2488.0,2723.0,25610779.0,,,,,,,,,,,,
2022-11-01,2589.95458984375,2684.35009765625,2698.0,2428.10009765625,2569.0,28507867.0,,,,,,,,,,,,
2022-12-01,2487.569580078125,2561.050048828125,2741.60009765625,2539.39990234375,2680.0,28106599.0,,,,,,,,,,,,
2023-01-01,2502.8193359375,2576.75,2693.5,2527.050048828125,2573.89990234375,35595413.0,,,,,,,,,,,,
2023-02-01,2390.05029296875,2460.64990234375,2657.449951171875,2435.64990234375,2600.199951171875,27497229.0,,,,,,,,,,,,
2023-03-01,2486.889892578125,2560.35009765625,2568.449951171875,2393.0,2458.0,30309893.0,,,,,,,,,,,,
2023-04-01,2386.796630859375,2457.300048828125,2588.550048828125,2419.0,2570.0,25501376.0,,,,,,,,,,,,
2023-05-01,2591.01416015625,2667.550048828125,2680.0,2450.0,2457.300048828125,29734853.0,,,,,,,,,,,,
2023-06-01,2601.309814453125,2678.14990234375,2738.199951171875,2620.10009765625,2667.0,25374578.0,,,,,,,,,,,,
2023-07-01,2507.6416015625,2560.800048828125,2769.64990234375,2553.0,2687.0,35070506.0,,,,,,,,,,,,
2023-08-01,2453.049072265625,2505.050048828125,2591.75,2488.10009765625,2570.0,29261678.0,,,,,,,,,,,,
2023-09-01,2414.41796875,2465.60009765625,2549.0,2442.89990234375,2505.050048828125,31969267.0,,,,,,,,,,,,
2023-10-01,2432.435791015625,2484.0,2582.0,2455.64990234375,2465.60009765625,30344853.0,,,,,,,,,,,,
2023-11-01,2492.70849609375,2545.550048828125,2554.5,2463.300048828125,2485.0,26383555.0,,,,,,,,,,,,
2023-12-01,2627.782958984375,2663.949951171875,2667.10009765625,2497.0,2547.5,36783692.0,,,,,,,,,,,,
2024-01-01,2447.859130859375,2481.550048828125,2669.39990234375,2365.449951171875,2663.85009765625,35586379.0,,,,,,,,,,,,
2024-02-01,2379.54931640625,2412.300048828125,2511.550048828125,2346.75,2475.10009765625,30552116.0,,,,,,,,,,,,
2024-03-01,2233.608154296875,2264.35009765625,2438.800048828125,2232.0,2416.949951171875,44106620.0,,,,,,,,,,,,
2024-04-01,2200.168212890625,2230.449951171875,2298.0,2172.050048828125,2270.0,44317176.0,,,,,,,,,,,,
2024-05-01,2297.4296875,2329.050048828125,2409.0,2204.0,2230.449951171875,44381556.0,,,,,,,,,,,,
2024-06-01,2439.474609375,2473.050048828125,2723.949951171875,2342.10009765625,2381.0,56298156.0,,,,,,,,,,,,
2024-07-01,2694.9189453125,2705.64990234375,2811.300048828125,2450.10009765625,2461.050048828125,48620480.0,,,,,,,,,,,,
2024-08-01,2766.98193359375,2778.0,2834.949951171875,2666.199951171875,2714.0,36228373.0,,,,,,,,,,,,
2024-09-01,2946.56689453125,2958.300048828125,3035.0,2771.64990234375,2794.0,38588483.0,,,,,,,,,,,,
2024-10-01,2518.22265625,2528.25,2962.699951171875,2452.60009765625,2962.699951171875,38895165.0,,,,,,,,,,,,
2024-11-01,2486.249755859375,2496.14990234375,2547.0,2375.75,2543.949951171875,28795834.0,,,,,,,,,,,,
2024-12-01,2326.85009765625,2326.85009765625,2515.0,2315.25,2485.0,34245501.0,,,,,,,,,,,,
2025-01-01,2342.949951171875,2342.949951171875,2473.64990234375,2315.5,2325.0,26180302.0,,,,,,,,,,,,
