Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'JBCHEPHARM.NS')","('High', 'JBCHEPHARM.NS')","('Low', 'JBCHEPHARM.NS')","('Open', 'JBCHEPHARM.NS')","('Volume', 'JBCHEPHARM.NS')","('Date', '')","('Close', 'JBCHEPHARM.NS')","('High', 'JBCHEPHARM.NS')","('Low', 'JBCHEPHARM.NS')","('Open', 'JBCHEPHARM.NS')","('Volume', 'JBCHEPHARM.NS')"
2020-01-01,232.4951171875,247.6499938964844,259.25,212.5,212.5,4103086.0,,,,,,,,,,,,
2020-02-01,252.86724853515625,269.3500061035156,299.95001220703125,241.75,250.9750061035156,5490928.0,,,,,,,,,,,,
2020-03-01,238.9259490966797,254.5,298.45001220703125,207.5,284.5,5709084.0,,,,,,,,,,,,
2020-04-01,266.8946533203125,278.95001220703125,294.70001220703125,220.2250061035156,262.0,11336930.0,,,,,,,,,,,,
2020-05-01,326.3348693847656,341.07501220703125,348.45001220703125,270.82501220703125,278.95001220703125,13852412.0,,,,,,,,,,,,
2020-06-01,338.4381408691406,353.7250061035156,371.8999938964844,328.42498779296875,346.0,10624152.0,,,,,,,,,,,,
2020-07-01,351.2351379394531,367.1000061035156,375.0,348.54998779296875,355.0,12700918.0,,,,,,,,,,,,
2020-08-01,368.4811401367188,385.125,414.4249877929688,363.0499877929688,371.0,17678730.0,,,,,,,,,,,,
2020-09-01,472.7944030761719,494.1499938964844,574.9500122070312,376.5,380.0,41535208.0,,,,,,,,,,,,
2020-10-01,483.001220703125,504.3500061035156,538.0,471.125,494.5,7372908.0,,,,,,,,,,,,
2020-11-01,476.2975158691406,497.3500061035156,526.5,441.6499938964844,466.625,5237984.0,,,,,,,,,,,,
2020-12-01,487.02337646484375,508.5499877929688,547.5,490.5,505.0,5274114.0,,,,,,,,,,,,
2021-01-01,479.3860168457031,500.5750122070313,539.4000244140625,489.1499938964844,509.5750122070313,5365332.0,,,,,,,,,,,,
2021-02-01,535.625244140625,559.2999877929688,631.5,478.0249938964844,501.0,17400710.0,,,,,,,,,,,,
2021-03-01,605.5449829101562,627.7249755859375,659.0,554.0499877929688,559.2999877929688,8214800.0,,,,,,,,,,,,
2021-04-01,673.0234375,697.6749877929688,705.0,604.0,634.0,6255748.0,,,,,,,,,,,,
2021-05-01,699.7687377929688,725.4000244140625,756.7750244140625,682.0,707.3499755859375,5507304.0,,,,,,,,,,,,
2021-06-01,803.180908203125,832.5999755859375,842.1500244140625,718.5,732.0,7076150.0,,,,,,,,,,,,
2021-07-01,874.5904541015625,906.625,968.8499755859376,823.0750122070312,831.0,9019780.0,,,,,,,,,,,,
2021-08-01,821.244384765625,851.3250122070312,937.1500244140624,816.6500244140625,910.0,4462446.0,,,,,,,,,,,,
2021-09-01,900.4916381835938,933.4749755859376,992.5,835.0,850.0,8275396.0,,,,,,,,,,,,
2021-10-01,813.2483520507812,839.0750122070312,954.8499755859376,804.9749755859375,936.0999755859376,5011066.0,,,,,,,,,,,,
2021-11-01,794.1304321289062,819.3499755859375,884.9500122070312,769.0,823.5,3748306.0,,,,,,,,,,,,
2021-12-01,862.4605102539062,889.8499755859375,903.1500244140624,775.0,820.0,4696612.0,,,,,,,,,,,,
2022-01-01,843.5606689453125,870.3499755859375,914.0,820.5250244140625,896.9000244140625,3454710.0,,,,,,,,,,,,
2022-02-01,782.4512939453125,807.2999877929688,937.5,781.0250244140625,872.5,4403418.0,,,,,,,,,,,,
2022-03-01,767.2374877929688,787.4500122070312,821.5750122070312,742.5,807.2999877929688,4247474.0,,,,,,,,,,,,
2022-04-01,837.3894653320312,859.4500122070312,893.0,774.4500122070312,787.4500122070312,4363078.0,,,,,,,,,,,,
2022-05-01,791.9612426757812,812.8250122070312,872.5,774.0499877929688,859.3250122070312,2006188.0,,,,,,,,,,,,
2022-06-01,766.1414184570312,786.3250122070312,821.0,671.0999755859375,812.8250122070312,2683662.0,,,,,,,,,,,,
2022-07-01,862.332275390625,885.0499877929688,887.4249877929688,773.5,789.0,1860652.0,,,,,,,,,,,,
2022-08-01,868.4217529296875,891.2999877929688,940.0,852.7750244140625,890.0,2703426.0,,,,,,,,,,,,
2022-09-01,939.3998413085938,959.9000244140624,1024.0,882.5,891.2999877929688,3859532.0,,,,,,,,,,,,
2022-10-01,965.67626953125,986.75,1034.0,937.5499877929688,967.5,2920610.0,,,,,,,,,,,,
2022-11-01,987.5490112304688,1009.0999755859376,1075.0,977.6500244140624,992.5,2974004.0,,,,,,,,,,,,
2022-12-01,951.4860229492188,972.25,1068.925048828125,960.25,1012.4500122070312,2754378.0,,,,,,,,,,,,
2023-01-01,999.6353149414062,1021.4500122070312,1024.3499755859375,949.8499755859376,977.0,1604710.0,,,,,,,,,,,,
2023-02-01,948.64794921875,969.3499755859376,1042.449951171875,953.2750244140624,1018.9500122070312,1526352.0,,,,,,,,,,,,
2023-03-01,971.2721557617188,988.1749877929688,1000.2000122070312,905.1749877929688,974.2000122070312,1194000.0,,,,,,,,,,,,
2023-04-01,1046.7093505859375,1064.925048828125,1111.949951171875,971.0499877929688,988.0,4061494.0,,,,,,,,,,,,
2023-05-01,1034.251220703125,1052.25,1074.5,875.0,1064.925048828125,4098232.0,,,,,,,,,,,,
2023-06-01,1163.2315673828125,1183.4749755859375,1223.875,1041.0,1050.0,3643376.0,,,,,,,,,,,,
2023-07-01,1229.1591796875,1250.550048828125,1386.9749755859375,1137.5,1183.4749755859375,4711848.0,,,,,,,,,,,,
2023-08-01,1360.572265625,1384.25,1468.5,1232.1500244140625,1258.5,5367204.0,,,,,,,,,,,,
2023-09-01,1472.0767822265625,1482.0999755859375,1524.5,1371.0999755859375,1394.5,4630382.0,,,,,,,,,,,,
2023-10-01,1388.7939453125,1398.25,1519.699951171875,1244.449951171875,1482.0999755859375,3128177.0,,,,,,,,,,,,
2023-11-01,1441.087890625,1450.9000244140625,1540.0,1371.0,1398.0,2630636.0,,,,,,,,,,,,
2023-12-01,1613.6629638671875,1624.6500244140625,1639.8499755859375,1412.550048828125,1469.75,5267110.0,,,,,,,,,,,,
2024-01-01,1672.561767578125,1683.949951171875,1741.550048828125,1551.300048828125,1625.0,2988416.0,,,,,,,,,,,,
2024-02-01,1551.28759765625,1561.8499755859375,1940.0,1480.0,1663.050048828125,5146457.0,,,,,,,,,,,,
2024-03-01,1644.6739501953125,1650.4000244140625,1694.699951171875,1509.050048828125,1548.0,2560007.0,,,,,,,,,,,,
2024-04-01,1898.6396484375,1905.25,1920.0,1651.1500244140625,1656.0,3549919.0,,,,,,,,,,,,
2024-05-01,1765.7523193359375,1771.9000244140625,1915.0,1635.5,1905.25,4186365.0,,,,,,,,,,,,
2024-06-01,1748.562255859375,1754.6500244140625,1926.8499755859373,1667.050048828125,1782.0,3388064.0,,,,,,,,,,,,
2024-07-01,1917.9224853515625,1924.5999755859373,1963.199951171875,1690.0999755859375,1800.050048828125,4932431.0,,,,,,,,,,,,
2024-08-01,1947.021240234375,1953.800048828125,2030.0,1825.0,1920.050048828125,3597217.0,,,,,,,,,,,,
2024-09-01,1875.0,1875.0,1991.3499755859373,1826.6500244140625,1934.050048828125,4048822.0,,,,,,,,,,,,
2024-10-01,1961.050048828125,1961.050048828125,1979.0,1666.0,1878.5,5447891.0,,,,,,,,,,,,
2024-11-01,1735.300048828125,1735.300048828125,1984.0,1655.25,1961.050048828125,2525813.0,,,,,,,,,,,,
2024-12-01,1844.1500244140625,1844.1500244140625,1952.0,1734.0,1736.0,5233764.0,,,,,,,,,,,,
2025-01-01,1803.9000244140625,1803.9000244140625,1918.5,1735.0,1840.5,2800849.0,,,,,,,,,,,,
