Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SUNPHARMA.NS')","('High', 'SUNPHARMA.NS')","('Low', 'SUNPHARMA.NS')","('Open', 'SUNPHARMA.NS')","('Volume', 'SUNPHARMA.NS')","('Date', '')","('Close', 'SUNPHARMA.NS')","('High', 'SUNPHARMA.NS')","('Low', 'SUNPHARMA.NS')","('Open', 'SUNPHARMA.NS')","('Volume', 'SUNPHARMA.NS')"
2020-01-01,412.5284729003906,434.2999877929688,462.5,431.25,432.9500122070313,92209293.0,,,,,,,,,,,,
2020-02-01,354.2064819335937,372.8999938964844,441.75,369.4500122070313,432.9500122070313,124815088.0,,,,,,,,,,,,
2020-03-01,337.0550537109375,352.29998779296875,414.7999877929688,312.0,378.0,234583762.0,,,,,,,,,,,,
2020-04-01,444.35198974609375,464.4500122070313,504.7999877929688,338.3999938964844,353.0,383517727.0,,,,,,,,,,,,
2020-05-01,453.7278747558594,474.25,481.6000061035156,434.25,464.4500122070313,203821880.0,,,,,,,,,,,,
2020-06-01,452.4841918945313,472.9500122070313,512.7000122070312,455.0,483.5,254352618.0,,,,,,,,,,,,
2020-07-01,508.69189453125,531.7000122070312,541.0,466.1499938964844,473.5,230609330.0,,,,,,,,,,,,
2020-08-01,497.73736572265625,520.25,564.75,514.0499877929688,534.0999755859375,223672479.0,,,,,,,,,,,,
2020-09-01,479.7061462402344,500.4500122070313,535.0,483.0,521.2000122070312,233431260.0,,,,,,,,,,,,
2020-10-01,446.4445190429688,465.75,529.2999877929688,452.25,505.1000061035156,162465333.0,,,,,,,,,,,,
2020-11-01,490.4419250488281,511.6499938964844,526.0,459.0499877929688,467.8999938964844,235023259.0,,,,,,,,,,,,
2020-12-01,567.7968139648438,592.3499755859375,599.4500122070312,512.6500244140625,518.0,222828029.0,,,,,,,,,,,,
2021-01-01,561.9017333984375,586.2000122070312,628.0,550.4000244140625,592.5,162671076.0,,,,,,,,,,,,
2021-02-01,569.9535522460938,594.5999755859375,654.4000244140625,579.5999755859375,596.0,186129882.0,,,,,,,,,,,,
2021-03-01,578.0302734375,597.7999877929688,636.75,562.0999755859375,600.0,120684307.0,,,,,,,,,,,,
2021-04-01,632.8068237304688,654.4500122070312,666.5999755859375,592.75,600.0,162984571.0,,,,,,,,,,,,
2021-05-01,646.19873046875,668.2999877929688,721.8499755859375,642.0,653.9500122070312,187577952.0,,,,,,,,,,,,
2021-06-01,653.1123046875,675.4500122070312,686.3499755859375,652.7000122070312,670.0999755859375,84619114.0,,,,,,,,,,,,
2021-07-01,748.3549194335938,773.9500122070312,783.75,664.2000122070312,675.0,102259957.0,,,,,,,,,,,,
2021-08-01,767.7902221679688,794.0499877929688,804.3499755859375,743.3499755859375,785.0,109028522.0,,,,,,,,,,,,
2021-09-01,793.2742919921875,818.25,832.9500122070312,751.0499877929688,795.0499877929688,78988034.0,,,,,,,,,,,,
2021-10-01,770.7339477539062,795.0,851.0,779.3499755859375,812.0,59201656.0,,,,,,,,,,,,
2021-11-01,730.5975341796875,753.5999755859375,836.0,746.0499877929688,798.9500122070312,78044019.0,,,,,,,,,,,,
2021-12-01,819.8864135742188,845.7000122070312,850.9500122070312,733.7000122070312,756.75,102921203.0,,,,,,,,,,,,
2022-01-01,809.0281982421875,834.5,871.0,784.7999877929688,845.0,75255545.0,,,,,,,,,,,,
2022-02-01,818.141357421875,843.9000244140625,902.8499755859376,815.0,847.4000244140625,72185894.0,,,,,,,,,,,,
2022-03-01,893.8267211914062,914.75,931.0,809.0999755859375,843.9000244140625,74420646.0,,,,,,,,,,,,
2022-04-01,907.40869140625,928.6500244140624,967.0499877929688,896.5999755859375,914.0,38601043.0,,,,,,,,,,,,
2022-05-01,840.9152221679688,860.5999755859375,931.2999877929688,835.2000122070312,922.4500122070312,88126009.0,,,,,,,,,,,,
2022-06-01,811.6014404296875,830.5999755859375,875.0,789.9000244140625,875.0,61530579.0,,,,,,,,,,,,
2022-07-01,921.6260375976562,943.2000122070312,951.9500122070312,821.9000244140625,829.9000244140625,60085554.0,,,,,,,,,,,,
2022-08-01,872.623046875,893.0499877929688,939.9500122070312,865.0,939.9500122070312,53123241.0,,,,,,,,,,,,
2022-09-01,929.99462890625,948.6500244140624,955.5,856.7999877929688,893.0,70643466.0,,,,,,,,,,,,
2022-10-01,996.9024047851562,1016.9000244140624,1027.300048828125,935.25,952.9500122070312,51074449.0,,,,,,,,,,,,
2022-11-01,1025.479248046875,1046.050048828125,1070.949951171875,993.5,1021.9500122070312,46678876.0,,,,,,,,,,,,
2022-12-01,981.707275390625,1001.4000244140624,1057.8499755859375,973.7000122070312,1055.0,57594089.0,,,,,,,,,,,,
2023-01-01,1014.15625,1034.5,1072.1500244140625,987.2000122070312,1001.4000244140624,45278126.0,,,,,,,,,,,,
2023-02-01,937.7882690429688,956.5999755859376,1043.949951171875,954.0,1036.449951171875,43090957.0,,,,,,,,,,,,
2023-03-01,971.0032958984376,983.0999755859376,996.5,946.0999755859376,951.0,44633588.0,,,,,,,,,,,,
2023-04-01,975.4973754882812,987.6500244140624,1023.8499755859376,959.25,981.0,33806250.0,,,,,,,,,,,,
2023-05-01,963.3486328125,975.3499755859376,988.9000244140624,922.4500122070312,987.6500244140624,62719438.0,,,,,,,,,,,,
2023-06-01,1038.660400390625,1051.5999755859375,1055.0,975.0,979.7999877929688,58607257.0,,,,,,,,,,,,
2023-07-01,1129.3309326171875,1143.4000244140625,1155.3499755859375,1028.75,1053.0,53683804.0,,,,,,,,,,,,
2023-08-01,1101.8052978515625,1111.5999755859375,1169.699951171875,1100.25,1143.4000244140625,51144864.0,,,,,,,,,,,,
2023-09-01,1148.4407958984375,1158.6500244140625,1167.4000244140625,1102.0,1112.0,42060591.0,,,,,,,,,,,,
2023-10-01,1079.0079345703125,1088.5999755859375,1161.949951171875,1068.3499755859375,1158.6500244140625,34318492.0,,,,,,,,,,,,
2023-11-01,1215.048583984375,1225.8499755859375,1231.1500244140625,1082.5999755859375,1092.0,36462755.0,,,,,,,,,,,,
2023-12-01,1248.3525390625,1259.449951171875,1271.949951171875,1208.550048828125,1233.050048828125,39180032.0,,,,,,,,,,,,
2024-01-01,1405.9515380859375,1418.449951171875,1438.9000244140625,1252.5,1261.0,47105406.0,,,,,,,,,,,,
2024-02-01,1564.046142578125,1577.949951171875,1587.800048828125,1398.9000244140625,1427.0,51274739.0,,,,,,,,,,,,
2024-03-01,1615.4273681640625,1620.550048828125,1634.0,1520.5,1580.0,53134787.0,,,,,,,,,,,,
2024-04-01,1497.3516845703125,1502.0999755859375,1638.8499755859375,1477.699951171875,1631.5999755859375,56457137.0,,,,,,,,,,,,
2024-05-01,1455.185546875,1459.800048828125,1564.0,1440.0,1502.0999755859375,61840589.0,,,,,,,,,,,,
2024-06-01,1516.04248046875,1520.8499755859375,1538.949951171875,1377.199951171875,1496.5,48278450.0,,,,,,,,,,,,
2024-07-01,1713.9150390625,1719.3499755859375,1730.949951171875,1498.300048828125,1520.8499755859375,42925724.0,,,,,,,,,,,,
2024-08-01,1821.6500244140625,1821.6500244140625,1828.1500244140625,1681.300048828125,1725.5,47647285.0,,,,,,,,,,,,
2024-09-01,1926.699951171875,1926.699951171875,1960.3499755859373,1801.300048828125,1829.949951171875,40917398.0,,,,,,,,,,,,
2024-10-01,1848.9000244140625,1848.9000244140625,1952.25,1820.0,1924.8499755859373,38309046.0,,,,,,,,,,,,
2024-11-01,1780.9000244140625,1780.9000244140625,1864.949951171875,1723.4000244140625,1860.0,38347472.0,,,,,,,,,,,,
2024-12-01,1886.3499755859373,1886.3499755859373,1910.0,1774.050048828125,1800.0,40556337.0,,,,,,,,,,,,
2025-01-01,1798.949951171875,1798.949951171875,1902.949951171875,1740.800048828125,1889.9000244140625,25632773.0,,,,,,,,,,,,
