Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SANOFI.NS')","('High', 'SANOFI.NS')","('Low', 'SANOFI.NS')","('Open', 'SANOFI.NS')","('Volume', 'SANOFI.NS')","('Date', '')","('Close', 'SANOFI.NS')","('High', 'SANOFI.NS')","('Low', 'SANOFI.NS')","('Open', 'SANOFI.NS')","('Volume', 'SANOFI.NS')"
2022-07-11,6110.00830078125,6621.0,6863.9501953125,6470.0,6531.0,196454.0,,,,,,,,,,,,
2022-07-18,6233.0673828125,6754.35009765625,6889.9501953125,6604.75,6622.0,148961.0,,,,,,,,,,,,
2022-07-25,5846.0810546875,6335.0,6814.14990234375,6328.0,6789.89990234375,167971.0,,,,,,,,,,,,
2022-08-01,6037.6591796875,6542.60009765625,6633.0,6336.10009765625,6385.0,134191.0,,,,,,,,,,,,
2022-08-08,6064.7900390625,6379.64990234375,6579.0,6375.0,6508.0,66938.0,,,,,,,,,,,,
2022-08-15,6023.05712890625,6335.75,6445.9501953125,6330.0,6379.64990234375,85038.0,,,,,,,,,,,,
2022-08-22,5935.16943359375,6243.2998046875,6367.89990234375,6230.0,6367.0,78180.0,,,,,,,,,,,,
2022-08-29,5820.189453125,6122.35009765625,6227.0,6109.7001953125,6202.0498046875,66466.0,,,,,,,,,,,,
2022-09-05,5816.7197265625,6118.7001953125,6198.7001953125,6080.39990234375,6110.0,85400.0,,,,,,,,,,,,
2022-09-12,5758.01708984375,6056.9501953125,6160.0,6000.0,6141.0,85837.0,,,,,,,,,,,,
2022-09-19,5612.09326171875,5903.4501953125,6064.9501953125,5900.0,6056.9501953125,89676.0,,,,,,,,,,,,
2022-09-26,5495.49560546875,5780.7998046875,5965.0,5757.85009765625,5910.0,110755.0,,,,,,,,,,,,
2022-10-03,5627.3505859375,5919.5,6050.0,5811.2998046875,5848.0,109561.0,,,,,,,,,,,,
2022-10-10,5460.2275390625,5743.7001953125,5925.0,5730.0,5920.0,138288.0,,,,,,,,,,,,
2022-10-17,5290.0615234375,5564.7001953125,5755.0,5520.0,5755.0,124920.0,,,,,,,,,,,,
2022-10-24,5297.0009765625,5572.0,5674.0,5550.0,5674.0,61889.0,,,,,,,,,,,,
2022-10-31,5298.6171875,5573.7001953125,5697.9501953125,5552.60009765625,5599.89990234375,82395.0,,,,,,,,,,,,
2022-11-07,5299.75732421875,5574.89990234375,5638.39990234375,5570.0,5600.0,51400.0,,,,,,,,,,,,
2022-11-14,5270.3828125,5544.0,5614.0,5502.0,5574.89990234375,66263.0,,,,,,,,,,,,
2022-11-21,5408.70263671875,5689.5,5699.89990234375,5454.0,5544.10009765625,210075.0,,,,,,,,,,,,
2022-11-28,5459.22900390625,5742.64990234375,5764.9501953125,5650.0,5689.0,62701.0,,,,,,,,,,,,
2022-12-05,5601.6357421875,5892.4501953125,5915.0,5685.0,5779.9501953125,90790.0,,,,,,,,,,,,
2022-12-12,5502.86328125,5788.5498046875,5909.89990234375,5740.0,5909.89990234375,68576.0,,,,,,,,,,,,
2022-12-19,5511.84716796875,5798.0,5879.9501953125,5755.0,5789.0498046875,65399.0,,,,,,,,,,,,
2022-12-26,5564.18017578125,5853.0498046875,5947.7998046875,5786.0,5844.5,38633.0,,,,,,,,,,,,
2023-01-02,5430.75732421875,5712.7001953125,5865.0,5700.0,5820.0,27426.0,,,,,,,,,,,,
2023-01-09,5385.31640625,5664.89990234375,5749.9501953125,5623.2001953125,5721.0,24071.0,,,,,,,,,,,,
2023-01-16,5397.05712890625,5677.25,5699.75,5613.0498046875,5670.0,19673.0,,,,,,,,,,,,
2023-01-23,5310.2626953125,5585.9501953125,5707.0498046875,5550.4501953125,5707.0498046875,23791.0,,,,,,,,,,,,
2023-01-30,5089.3798828125,5353.60009765625,5619.89990234375,5343.2001953125,5619.89990234375,59930.0,,,,,,,,,,,,
2023-02-06,5089.5703125,5353.7998046875,5425.0,5202.10009765625,5360.0,81133.0,,,,,,,,,,,,
2023-02-13,5096.8896484375,5361.5,5389.89990234375,5316.0,5375.0,23892.0,,,,,,,,,,,,
2023-02-20,5288.58740234375,5563.14990234375,5626.5,5345.2998046875,5370.0,156133.0,,,,,,,,,,,,
2023-02-27,5443.25830078125,5725.85009765625,5980.0,5575.10009765625,5590.0,305830.0,,,,,,,,,,,,
2023-03-06,5474.05859375,5758.25,5815.2998046875,5708.0498046875,5797.0,50172.0,,,,,,,,,,,,
2023-03-13,5455.9013671875,5739.14990234375,5807.9501953125,5720.0,5779.10009765625,48058.0,,,,,,,,,,,,
2023-03-20,5381.0380859375,5660.39990234375,5799.9501953125,5650.0,5710.0,48125.0,,,,,,,,,,,,
2023-03-27,5452.33642578125,5735.39990234375,5790.0,5600.0,5675.0,113744.0,,,,,,,,,,,,
2023-04-03,5630.20263671875,5922.5,5937.0,5738.0,5800.0,64244.0,,,,,,,,,,,,
2023-04-10,5643.93994140625,5936.9501953125,6041.2001953125,5928.0,5935.0,102006.0,,,,,,,,,,,,
2023-04-17,5662.71533203125,5956.7001953125,6007.10009765625,5930.0,5959.0,150956.0,,,,,,,,,,,,
2023-04-24,5295.19482421875,5570.10009765625,6023.9501953125,5550.0,5999.7998046875,284984.0,,,,,,,,,,,,
2023-05-01,5444.10595703125,5551.0498046875,5599.0,5400.0,5570.10009765625,169351.0,,,,,,,,,,,,
2023-05-08,6319.65625,6443.7998046875,6455.0,5425.0,5564.9501953125,1393165.0,,,,,,,,,,,,
2023-05-15,6179.01953125,6300.39990234375,6650.0,6250.14990234375,6416.60009765625,372272.0,,,,,,,,,,,,
2023-05-22,6718.12939453125,6850.10009765625,6910.0,6256.60009765625,6339.14990234375,275237.0,,,,,,,,,,,,
2023-05-29,6872.00634765625,7007.0,7040.0,6782.0,6880.0,132205.0,,,,,,,,,,,,
2023-06-05,6840.47607421875,6974.85009765625,7244.0,6939.0,7044.0,111372.0,,,,,,,,,,,,
2023-06-12,6796.8330078125,6930.35009765625,7000.5498046875,6775.0,6975.0,105621.0,,,,,,,,,,,,
2023-06-19,6649.18310546875,6779.7998046875,6966.9501953125,6755.0498046875,6966.9501953125,57556.0,,,,,,,,,,,,
2023-06-26,6779.130859375,6912.2998046875,6969.4501953125,6771.10009765625,6771.10009765625,85791.0,,,,,,,,,,,,
2023-07-03,6779.96435546875,6913.14990234375,7069.9501953125,6881.0,6912.64990234375,44340.0,,,,,,,,,,,,
2023-07-10,6768.98046875,6901.9501953125,6982.0,6850.0,6907.5,32552.0,,,,,,,,,,,,
2023-07-17,6779.67041015625,6912.85009765625,7075.0,6900.0,6900.0,52561.0,,,,,,,,,,,,
2023-07-24,6803.64892578125,6937.2998046875,6996.0,6872.60009765625,6913.0,51478.0,,,,,,,,,,,,
2023-07-31,6846.0654296875,6980.5498046875,7109.7998046875,6856.0498046875,6973.0,61532.0,,,,,,,,,,,,
2023-08-07,6987.3408203125,7124.60009765625,7590.0,7025.4501953125,7567.0,219236.0,,,,,,,,,,,,
2023-08-14,7007.64208984375,7145.2998046875,7225.0,7000.0,7085.10009765625,74380.0,,,,,,,,,,,,
2023-08-21,6980.57373046875,7117.7001953125,7235.0,7095.0,7140.0,39046.0,,,,,,,,,,,,
2023-08-28,6978.80859375,7115.89990234375,7175.10009765625,7041.0,7114.5498046875,70950.0,,,,,,,,,,,,
2023-09-04,6992.24462890625,7129.60009765625,7182.39990234375,7066.25,7133.2998046875,42898.0,,,,,,,,,,,,
2023-09-11,7042.8994140625,7181.25,7345.0,7090.0,7149.9501953125,73519.0,,,,,,,,,,,,
2023-09-18,6969.73681640625,7106.64990234375,7250.0,7080.2001953125,7201.39990234375,27504.0,,,,,,,,,,,,
2023-09-25,7068.447265625,7207.2998046875,7219.9501953125,7048.0,7100.0,68124.0,,,,,,,,,,,,
2023-10-02,7197.36474609375,7338.75,7444.89990234375,7160.0,7207.2998046875,61564.0,,,,,,,,,,,,
2023-10-09,7330.15673828125,7474.14990234375,7542.35009765625,7227.0498046875,7286.7998046875,138164.0,,,,,,,,,,,,
2023-10-16,7331.7744140625,7475.7998046875,7547.9501953125,7364.10009765625,7519.9501953125,63534.0,,,,,,,,,,,,
2023-10-23,7349.6728515625,7494.0498046875,7511.9501953125,7250.0498046875,7475.7998046875,86895.0,,,,,,,,,,,,
2023-10-30,7478.93408203125,7625.85009765625,7640.0,7344.35009765625,7375.0,102511.0,,,,,,,,,,,,
2023-11-06,7604.95849609375,7754.35009765625,7860.0498046875,7542.0498046875,7640.0,103960.0,,,,,,,,,,,,
2023-11-13,7555.0390625,7703.4501953125,7838.0,7642.60009765625,7804.75,30463.0,,,,,,,,,,,,
2023-11-20,7874.8076171875,8029.5,8080.0,7550.5,7703.9501953125,153643.0,,,,,,,,,,,,
2023-11-27,8060.41162109375,8218.75,8236.0,7913.25,8029.5,67764.0,,,,,,,,,,,,
2023-12-04,7973.5673828125,8130.2001953125,8280.0,8058.0,8250.0,92275.0,,,,,,,,,,,,
2023-12-11,7890.9404296875,8045.9501953125,8230.0,7922.35009765625,8160.0,108687.0,,,,,,,,,,,,
2023-12-18,7855.14404296875,8009.4501953125,8167.39990234375,7854.25,8049.89990234375,85693.0,,,,,,,,,,,,
2023-12-25,7912.1240234375,8067.5498046875,8077.0,7940.0,8009.4501953125,54153.0,,,,,,,,,,,,
2024-01-01,8255.0869140625,8417.25,8440.0,8025.60009765625,8067.5498046875,55648.0,,,,,,,,,,,,
2024-01-08,8299.072265625,8462.099609375,8599.0,8274.9501953125,8440.0498046875,39872.0,,,,,,,,,,,,
2024-01-15,8245.525390625,8407.5,8500.0,8200.0498046875,8490.0,65667.0,,,,,,,,,,,,
2024-01-22,8179.12890625,8339.7998046875,8539.25,8142.10009765625,8407.5,51884.0,,,,,,,,,,,,
2024-01-29,8749.7705078125,8921.650390625,8990.0,8257.650390625,8261.150390625,112579.0,,,,,,,,,,,,
2024-02-05,8643.654296875,8813.4501953125,9093.7998046875,8640.0,8920.0,65457.0,,,,,,,,,,,,
2024-02-12,8678.9609375,8849.4501953125,9099.0,8620.0498046875,8815.0,57695.0,,,,,,,,,,,,
2024-02-19,8958.861328125,9134.849609375,9380.0,8944.849609375,8990.0,64025.0,,,,,,,,,,,,
2024-02-26,8499.09375,8666.0498046875,9260.0,8590.0,9260.0,94511.0,,,,,,,,,,,,
2024-03-04,8305.791015625,8468.9501953125,8788.7998046875,8349.400390625,8726.0,52092.0,,,,,,,,,,,,
2024-03-11,7642.64794921875,7747.10009765625,8468.7998046875,7714.75,8450.0,120599.0,,,,,,,,,,,,
2024-03-18,7506.458984375,7609.0498046875,7979.9501953125,7505.0,7749.89990234375,101200.0,,,,,,,,,,,,
2024-03-25,8004.5517578125,8113.9501953125,8200.0,7561.0498046875,7608.0498046875,143343.0,,,,,,,,,,,,
2024-04-01,8451.1484375,8566.650390625,8839.0,8071.5,8125.39990234375,118623.0,,,,,,,,,,,,
2024-04-08,8354.025390625,8468.2001953125,8688.2998046875,8380.0498046875,8637.0,54288.0,,,,,,,,,,,,
2024-04-15,8147.744140625,8259.099609375,8618.0,8232.2001953125,8468.2001953125,72926.0,,,,,,,,,,,,
2024-04-22,8162.59228515625,8274.150390625,8350.0,8101.0,8260.0498046875,61881.0,,,,,,,,,,,,
2024-04-29,8507.9716796875,8624.25,8700.0,8256.150390625,8350.0,114934.0,,,,,,,,,,,,
2024-05-06,7958.89990234375,7958.89990234375,8851.0,7901.0,8535.25,76903.0,,,,,,,,,,,,
2024-05-13,8869.25,8869.25,9009.900390625,7772.2998046875,7995.0,208845.0,,,,,,,,,,,,
2024-05-20,8848.75,8848.75,9060.0,8790.0498046875,8851.9501953125,71666.0,,,,,,,,,,,,
2024-05-27,8627.2998046875,8627.2998046875,8984.9501953125,8335.0,8900.0,75626.0,,,,,,,,,,,,
2024-06-03,9573.650390625,9573.650390625,9630.0,8307.0,8550.0,163280.0,,,,,,,,,,,,
2024-06-10,6838.7001953125,6838.7001953125,10524.9501953125,5892.7998046875,9772.9501953125,433642.0,,,,,,,,,,,,
2024-06-17,6848.2001953125,6848.2001953125,7539.60009765625,6780.0,6838.7001953125,94593.0,,,,,,,,,,,,
2024-06-24,6500.0,6500.0,6960.0,6450.0,6960.0,68622.0,,,,,,,,,,,,
2024-07-01,6577.9501953125,6577.9501953125,6680.0,6511.10009765625,6614.0,115374.0,,,,,,,,,,,,
2024-07-08,6377.60009765625,6377.60009765625,6600.0,6363.0498046875,6599.9501953125,55900.0,,,,,,,,,,,,
2024-07-15,6349.7998046875,6349.7998046875,6500.0,6300.0,6444.0,48033.0,,,,,,,,,,,,
2024-07-22,6675.60009765625,6675.60009765625,6866.89990234375,6292.25,6349.7998046875,86045.0,,,,,,,,,,,,
2024-07-29,6567.0,6567.0,6687.9501953125,6503.0,6577.9501953125,175494.0,,,,,,,,,,,,
2024-08-05,6603.10009765625,6603.10009765625,6699.89990234375,6382.35009765625,6425.35009765625,53739.0,,,,,,,,,,,,
2024-08-12,6720.5,6720.5,6908.0,6560.10009765625,6640.0,88726.0,,,,,,,,,,,,
2024-08-19,6856.39990234375,6856.39990234375,7033.64990234375,6666.0,6749.0,68342.0,,,,,,,,,,,,
2024-08-26,6809.0,6809.0,6999.0,6705.0,6966.0,122105.0,,,,,,,,,,,,
2024-09-02,7351.4501953125,7351.4501953125,7600.0,6700.0,6865.0,170886.0,,,,,,,,,,,,
2024-09-09,7156.10009765625,7156.10009765625,7490.0,7134.0498046875,7332.25,64006.0,,,,,,,,,,,,
2024-09-16,7210.10009765625,7210.10009765625,7260.0,7102.0498046875,7156.10009765625,92876.0,,,,,,,,,,,,
2024-09-23,6751.7998046875,6751.7998046875,7400.0,6705.0,7225.0,161878.0,,,,,,,,,,,,
2024-09-30,6867.39990234375,6867.39990234375,7248.75,6762.0,6835.9501953125,66030.0,,,,,,,,,,,,
2024-10-07,6915.10009765625,6915.10009765625,7039.0,6649.9501953125,6970.39990234375,83092.0,,,,,,,,,,,,
2024-10-14,6765.10009765625,6765.10009765625,7090.0,6728.10009765625,6984.25,77321.0,,,,,,,,,,,,
2024-10-21,6371.60009765625,6371.60009765625,6970.85009765625,6335.0,6779.75,80001.0,,,,,,,,,,,,
2024-10-28,6772.25,6772.25,6899.0,6262.0498046875,6352.39990234375,46444.0,,,,,,,,,,,,
2024-11-04,6451.89990234375,6451.89990234375,6822.64990234375,6439.9501953125,6777.0,28751.0,,,,,,,,,,,,
2024-11-11,6179.14990234375,6179.14990234375,6430.0498046875,6099.0,6426.0,50232.0,,,,,,,,,,,,
2024-11-18,6054.0498046875,6054.0498046875,6335.0,6009.0498046875,6179.14990234375,55205.0,,,,,,,,,,,,
2024-11-25,6390.5,6390.5,6585.0,6036.0498046875,6081.0,75380.0,,,,,,,,,,,,
2024-12-02,6242.2998046875,6242.2998046875,6500.0,6206.0498046875,6432.25,56820.0,,,,,,,,,,,,
2024-12-09,6214.60009765625,6214.60009765625,6354.64990234375,6090.0,6242.0,58907.0,,,,,,,,,,,,
2024-12-16,6162.0,6162.0,6250.0,6070.0,6232.39990234375,72625.0,,,,,,,,,,,,
2024-12-23,6112.2001953125,6112.2001953125,6236.2998046875,6049.0,6209.9501953125,40765.0,,,,,,,,,,,,
2024-12-30,6135.85009765625,6135.85009765625,6177.75,6062.0498046875,6113.10009765625,39214.0,,,,,,,,,,,,
2025-01-06,5881.5498046875,5881.5498046875,6210.0,5791.0,6210.0,99322.0,,,,,,,,,,,,
2025-01-13,5437.7001953125,5437.7001953125,5908.14990234375,5427.0498046875,5908.14990234375,90030.0,,,,,,,,,,,,
2025-01-20,5394.89990234375,5394.89990234375,5574.25,5362.39990234375,5510.0,122811.0,,,,,,,,,,,,
